label,image_path
2,resized_train_data/isbi2025_ps3c_train_image_08640.png
0,resized_train_data/isbi2025_ps3c_train_image_58983.png
3,resized_train_data/isbi2025_ps3c_train_image_00572.png
2,resized_train_data/isbi2025_ps3c_train_image_15118.png
2,resized_train_data/isbi2025_ps3c_train_image_12170.png
0,resized_train_data/isbi2025_ps3c_train_image_60171.png
0,resized_train_data/isbi2025_ps3c_train_image_56526.png
3,resized_train_data/isbi2025_ps3c_train_image_01583.png
2,resized_train_data/isbi2025_ps3c_train_image_17597.png
2,resized_train_data/isbi2025_ps3c_train_image_12085.png
2,resized_train_data/isbi2025_ps3c_train_image_08227.png
0,resized_train_data/isbi2025_ps3c_train_image_40536.png
2,resized_train_data/isbi2025_ps3c_train_image_29102.png
0,resized_train_data/isbi2025_ps3c_train_image_48775.png
0,resized_train_data/isbi2025_ps3c_train_image_78940.png
0,resized_train_data/isbi2025_ps3c_train_image_55363.png
2,resized_train_data/isbi2025_ps3c_train_image_27148.png
0,resized_train_data/isbi2025_ps3c_train_image_56681.png
0,resized_train_data/isbi2025_ps3c_train_image_78700.png
0,resized_train_data/isbi2025_ps3c_train_image_66745.png
0,resized_train_data/isbi2025_ps3c_train_image_38036.png
2,resized_train_data/isbi2025_ps3c_train_image_10798.png
0,resized_train_data/isbi2025_ps3c_train_image_79659.png
2,resized_train_data/isbi2025_ps3c_train_image_16866.png
0,resized_train_data/isbi2025_ps3c_train_image_69632.png
0,resized_train_data/isbi2025_ps3c_train_image_53361.png
0,resized_train_data/isbi2025_ps3c_train_image_53388.png
2,resized_train_data/isbi2025_ps3c_train_image_10557.png
2,resized_train_data/isbi2025_ps3c_train_image_22699.png
0,resized_train_data/isbi2025_ps3c_train_image_35747.png
2,resized_train_data/isbi2025_ps3c_train_image_11012.png
0,resized_train_data/isbi2025_ps3c_train_image_68330.png
0,resized_train_data/isbi2025_ps3c_train_image_66961.png
0,resized_train_data/isbi2025_ps3c_train_image_67064.png
0,resized_train_data/isbi2025_ps3c_train_image_52304.png
0,resized_train_data/isbi2025_ps3c_train_image_52659.png
0,resized_train_data/isbi2025_ps3c_train_image_36675.png
2,resized_train_data/isbi2025_ps3c_train_image_24026.png
2,resized_train_data/isbi2025_ps3c_train_image_18648.png
0,resized_train_data/isbi2025_ps3c_train_image_60928.png
0,resized_train_data/isbi2025_ps3c_train_image_55398.png
2,resized_train_data/isbi2025_ps3c_train_image_14962.png
0,resized_train_data/isbi2025_ps3c_train_image_44962.png
0,resized_train_data/isbi2025_ps3c_train_image_61403.png
0,resized_train_data/isbi2025_ps3c_train_image_55667.png
2,resized_train_data/isbi2025_ps3c_train_image_18800.png
2,resized_train_data/isbi2025_ps3c_train_image_10641.png
0,resized_train_data/isbi2025_ps3c_train_image_57852.png
0,resized_train_data/isbi2025_ps3c_train_image_80388.png
2,resized_train_data/isbi2025_ps3c_train_image_12083.png
2,resized_train_data/isbi2025_ps3c_train_image_23552.png
0,resized_train_data/isbi2025_ps3c_train_image_69818.png
2,resized_train_data/isbi2025_ps3c_train_image_09167.png
0,resized_train_data/isbi2025_ps3c_train_image_62425.png
0,resized_train_data/isbi2025_ps3c_train_image_63477.png
2,resized_train_data/isbi2025_ps3c_train_image_22192.png
0,resized_train_data/isbi2025_ps3c_train_image_75510.png
0,resized_train_data/isbi2025_ps3c_train_image_68338.png
2,resized_train_data/isbi2025_ps3c_train_image_07993.png
0,resized_train_data/isbi2025_ps3c_train_image_60787.png
0,resized_train_data/isbi2025_ps3c_train_image_82453.png
2,resized_train_data/isbi2025_ps3c_train_image_31148.png
0,resized_train_data/isbi2025_ps3c_train_image_43604.png
0,resized_train_data/isbi2025_ps3c_train_image_81034.png
0,resized_train_data/isbi2025_ps3c_train_image_65520.png
0,resized_train_data/isbi2025_ps3c_train_image_76108.png
0,resized_train_data/isbi2025_ps3c_train_image_42645.png
2,resized_train_data/isbi2025_ps3c_train_image_04395.png
0,resized_train_data/isbi2025_ps3c_train_image_44321.png
0,resized_train_data/isbi2025_ps3c_train_image_52608.png
0,resized_train_data/isbi2025_ps3c_train_image_76322.png
0,resized_train_data/isbi2025_ps3c_train_image_35467.png
2,resized_train_data/isbi2025_ps3c_train_image_03731.png
0,resized_train_data/isbi2025_ps3c_train_image_66327.png
0,resized_train_data/isbi2025_ps3c_train_image_70448.png
0,resized_train_data/isbi2025_ps3c_train_image_57892.png
1,resized_train_data/isbi2025_ps3c_train_image_84309.png
2,resized_train_data/isbi2025_ps3c_train_image_05445.png
2,resized_train_data/isbi2025_ps3c_train_image_19770.png
2,resized_train_data/isbi2025_ps3c_train_image_24998.png
0,resized_train_data/isbi2025_ps3c_train_image_38286.png
0,resized_train_data/isbi2025_ps3c_train_image_62741.png
0,resized_train_data/isbi2025_ps3c_train_image_56843.png
2,resized_train_data/isbi2025_ps3c_train_image_17903.png
0,resized_train_data/isbi2025_ps3c_train_image_59181.png
0,resized_train_data/isbi2025_ps3c_train_image_76559.png
0,resized_train_data/isbi2025_ps3c_train_image_68246.png
0,resized_train_data/isbi2025_ps3c_train_image_32400.png
2,resized_train_data/isbi2025_ps3c_train_image_17960.png
0,resized_train_data/isbi2025_ps3c_train_image_52497.png
2,resized_train_data/isbi2025_ps3c_train_image_22748.png
2,resized_train_data/isbi2025_ps3c_train_image_29986.png
2,resized_train_data/isbi2025_ps3c_train_image_06025.png
0,resized_train_data/isbi2025_ps3c_train_image_34999.png
2,resized_train_data/isbi2025_ps3c_train_image_27962.png
2,resized_train_data/isbi2025_ps3c_train_image_27871.png
1,resized_train_data/isbi2025_ps3c_train_image_84906.png
0,resized_train_data/isbi2025_ps3c_train_image_59919.png
0,resized_train_data/isbi2025_ps3c_train_image_48395.png
0,resized_train_data/isbi2025_ps3c_train_image_76767.png
2,resized_train_data/isbi2025_ps3c_train_image_25178.png
2,resized_train_data/isbi2025_ps3c_train_image_27702.png
2,resized_train_data/isbi2025_ps3c_train_image_24605.png
0,resized_train_data/isbi2025_ps3c_train_image_42347.png
0,resized_train_data/isbi2025_ps3c_train_image_39167.png
0,resized_train_data/isbi2025_ps3c_train_image_41208.png
0,resized_train_data/isbi2025_ps3c_train_image_73434.png
0,resized_train_data/isbi2025_ps3c_train_image_63472.png
0,resized_train_data/isbi2025_ps3c_train_image_60193.png
3,resized_train_data/isbi2025_ps3c_train_image_02933.png
0,resized_train_data/isbi2025_ps3c_train_image_78435.png
1,resized_train_data/isbi2025_ps3c_train_image_84205.png
2,resized_train_data/isbi2025_ps3c_train_image_26228.png
2,resized_train_data/isbi2025_ps3c_train_image_05230.png
3,resized_train_data/isbi2025_ps3c_train_image_01082.png
0,resized_train_data/isbi2025_ps3c_train_image_54277.png
0,resized_train_data/isbi2025_ps3c_train_image_81502.png
2,resized_train_data/isbi2025_ps3c_train_image_10664.png
3,resized_train_data/isbi2025_ps3c_train_image_01254.png
1,resized_train_data/isbi2025_ps3c_train_image_84469.png
2,resized_train_data/isbi2025_ps3c_train_image_29561.png
0,resized_train_data/isbi2025_ps3c_train_image_40541.png
2,resized_train_data/isbi2025_ps3c_train_image_08932.png
0,resized_train_data/isbi2025_ps3c_train_image_80203.png
0,resized_train_data/isbi2025_ps3c_train_image_79576.png
0,resized_train_data/isbi2025_ps3c_train_image_77976.png
0,resized_train_data/isbi2025_ps3c_train_image_60700.png
0,resized_train_data/isbi2025_ps3c_train_image_67770.png
0,resized_train_data/isbi2025_ps3c_train_image_75111.png
0,resized_train_data/isbi2025_ps3c_train_image_52129.png
0,resized_train_data/isbi2025_ps3c_train_image_58108.png
0,resized_train_data/isbi2025_ps3c_train_image_72323.png
2,resized_train_data/isbi2025_ps3c_train_image_08408.png
0,resized_train_data/isbi2025_ps3c_train_image_77675.png
0,resized_train_data/isbi2025_ps3c_train_image_75732.png
0,resized_train_data/isbi2025_ps3c_train_image_62593.png
0,resized_train_data/isbi2025_ps3c_train_image_49272.png
0,resized_train_data/isbi2025_ps3c_train_image_78884.png
2,resized_train_data/isbi2025_ps3c_train_image_16817.png
0,resized_train_data/isbi2025_ps3c_train_image_72723.png
2,resized_train_data/isbi2025_ps3c_train_image_21797.png
0,resized_train_data/isbi2025_ps3c_train_image_78141.png
2,resized_train_data/isbi2025_ps3c_train_image_05493.png
0,resized_train_data/isbi2025_ps3c_train_image_76197.png
0,resized_train_data/isbi2025_ps3c_train_image_60255.png
2,resized_train_data/isbi2025_ps3c_train_image_05109.png
2,resized_train_data/isbi2025_ps3c_train_image_05239.png
2,resized_train_data/isbi2025_ps3c_train_image_25804.png
2,resized_train_data/isbi2025_ps3c_train_image_04022.png
0,resized_train_data/isbi2025_ps3c_train_image_65288.png
0,resized_train_data/isbi2025_ps3c_train_image_64142.png
0,resized_train_data/isbi2025_ps3c_train_image_72660.png
2,resized_train_data/isbi2025_ps3c_train_image_25239.png
2,resized_train_data/isbi2025_ps3c_train_image_07504.png
3,resized_train_data/isbi2025_ps3c_train_image_00013.png
2,resized_train_data/isbi2025_ps3c_train_image_12946.png
0,resized_train_data/isbi2025_ps3c_train_image_78808.png
2,resized_train_data/isbi2025_ps3c_train_image_11905.png
0,resized_train_data/isbi2025_ps3c_train_image_59815.png
0,resized_train_data/isbi2025_ps3c_train_image_72923.png
2,resized_train_data/isbi2025_ps3c_train_image_10298.png
2,resized_train_data/isbi2025_ps3c_train_image_04747.png
2,resized_train_data/isbi2025_ps3c_train_image_16329.png
0,resized_train_data/isbi2025_ps3c_train_image_52200.png
0,resized_train_data/isbi2025_ps3c_train_image_71840.png
0,resized_train_data/isbi2025_ps3c_train_image_37091.png
2,resized_train_data/isbi2025_ps3c_train_image_05947.png
1,resized_train_data/isbi2025_ps3c_train_image_85070.png
2,resized_train_data/isbi2025_ps3c_train_image_10874.png
2,resized_train_data/isbi2025_ps3c_train_image_04061.png
0,resized_train_data/isbi2025_ps3c_train_image_63441.png
0,resized_train_data/isbi2025_ps3c_train_image_73880.png
0,resized_train_data/isbi2025_ps3c_train_image_59804.png
0,resized_train_data/isbi2025_ps3c_train_image_47772.png
0,resized_train_data/isbi2025_ps3c_train_image_63694.png
2,resized_train_data/isbi2025_ps3c_train_image_25115.png
0,resized_train_data/isbi2025_ps3c_train_image_42461.png
0,resized_train_data/isbi2025_ps3c_train_image_44990.png
0,resized_train_data/isbi2025_ps3c_train_image_73760.png
0,resized_train_data/isbi2025_ps3c_train_image_52633.png
0,resized_train_data/isbi2025_ps3c_train_image_58547.png
2,resized_train_data/isbi2025_ps3c_train_image_21096.png
0,resized_train_data/isbi2025_ps3c_train_image_33942.png
2,resized_train_data/isbi2025_ps3c_train_image_25185.png
0,resized_train_data/isbi2025_ps3c_train_image_74844.png
0,resized_train_data/isbi2025_ps3c_train_image_67923.png
0,resized_train_data/isbi2025_ps3c_train_image_49251.png
0,resized_train_data/isbi2025_ps3c_train_image_73341.png
2,resized_train_data/isbi2025_ps3c_train_image_10631.png
0,resized_train_data/isbi2025_ps3c_train_image_66022.png
0,resized_train_data/isbi2025_ps3c_train_image_63199.png
2,resized_train_data/isbi2025_ps3c_train_image_27464.png
2,resized_train_data/isbi2025_ps3c_train_image_07599.png
0,resized_train_data/isbi2025_ps3c_train_image_82326.png
2,resized_train_data/isbi2025_ps3c_train_image_18047.png
0,resized_train_data/isbi2025_ps3c_train_image_49196.png
0,resized_train_data/isbi2025_ps3c_train_image_46525.png
0,resized_train_data/isbi2025_ps3c_train_image_71204.png
0,resized_train_data/isbi2025_ps3c_train_image_65401.png
0,resized_train_data/isbi2025_ps3c_train_image_36220.png
0,resized_train_data/isbi2025_ps3c_train_image_56202.png
2,resized_train_data/isbi2025_ps3c_train_image_30000.png
2,resized_train_data/isbi2025_ps3c_train_image_31507.png
0,resized_train_data/isbi2025_ps3c_train_image_56349.png
2,resized_train_data/isbi2025_ps3c_train_image_12831.png
2,resized_train_data/isbi2025_ps3c_train_image_25654.png
2,resized_train_data/isbi2025_ps3c_train_image_19378.png
0,resized_train_data/isbi2025_ps3c_train_image_67456.png
2,resized_train_data/isbi2025_ps3c_train_image_18833.png
0,resized_train_data/isbi2025_ps3c_train_image_59807.png
0,resized_train_data/isbi2025_ps3c_train_image_56012.png
3,resized_train_data/isbi2025_ps3c_train_image_00966.png
0,resized_train_data/isbi2025_ps3c_train_image_65778.png
2,resized_train_data/isbi2025_ps3c_train_image_08237.png
0,resized_train_data/isbi2025_ps3c_train_image_72257.png
0,resized_train_data/isbi2025_ps3c_train_image_63403.png
0,resized_train_data/isbi2025_ps3c_train_image_41908.png
0,resized_train_data/isbi2025_ps3c_train_image_68305.png
0,resized_train_data/isbi2025_ps3c_train_image_56734.png
2,resized_train_data/isbi2025_ps3c_train_image_10347.png
3,resized_train_data/isbi2025_ps3c_train_image_00219.png
0,resized_train_data/isbi2025_ps3c_train_image_54545.png
2,resized_train_data/isbi2025_ps3c_train_image_24220.png
0,resized_train_data/isbi2025_ps3c_train_image_78765.png
2,resized_train_data/isbi2025_ps3c_train_image_28197.png
2,resized_train_data/isbi2025_ps3c_train_image_29031.png
0,resized_train_data/isbi2025_ps3c_train_image_49100.png
0,resized_train_data/isbi2025_ps3c_train_image_73001.png
0,resized_train_data/isbi2025_ps3c_train_image_56517.png
2,resized_train_data/isbi2025_ps3c_train_image_30165.png
0,resized_train_data/isbi2025_ps3c_train_image_61928.png
2,resized_train_data/isbi2025_ps3c_train_image_16320.png
0,resized_train_data/isbi2025_ps3c_train_image_71006.png
2,resized_train_data/isbi2025_ps3c_train_image_19883.png
0,resized_train_data/isbi2025_ps3c_train_image_55961.png
2,resized_train_data/isbi2025_ps3c_train_image_15696.png
0,resized_train_data/isbi2025_ps3c_train_image_76735.png
0,resized_train_data/isbi2025_ps3c_train_image_36970.png
0,resized_train_data/isbi2025_ps3c_train_image_47449.png
0,resized_train_data/isbi2025_ps3c_train_image_45558.png
0,resized_train_data/isbi2025_ps3c_train_image_73344.png
0,resized_train_data/isbi2025_ps3c_train_image_51194.png
1,resized_train_data/isbi2025_ps3c_train_image_84791.png
0,resized_train_data/isbi2025_ps3c_train_image_60864.png
2,resized_train_data/isbi2025_ps3c_train_image_04351.png
2,resized_train_data/isbi2025_ps3c_train_image_06667.png
2,resized_train_data/isbi2025_ps3c_train_image_24519.png
0,resized_train_data/isbi2025_ps3c_train_image_55076.png
2,resized_train_data/isbi2025_ps3c_train_image_22061.png
1,resized_train_data/isbi2025_ps3c_train_image_84721.png
0,resized_train_data/isbi2025_ps3c_train_image_32981.png
2,resized_train_data/isbi2025_ps3c_train_image_13012.png
2,resized_train_data/isbi2025_ps3c_train_image_15371.png
2,resized_train_data/isbi2025_ps3c_train_image_30304.png
0,resized_train_data/isbi2025_ps3c_train_image_77905.png
0,resized_train_data/isbi2025_ps3c_train_image_74760.png
0,resized_train_data/isbi2025_ps3c_train_image_41047.png
2,resized_train_data/isbi2025_ps3c_train_image_31643.png
0,resized_train_data/isbi2025_ps3c_train_image_40328.png
0,resized_train_data/isbi2025_ps3c_train_image_39507.png
2,resized_train_data/isbi2025_ps3c_train_image_18379.png
0,resized_train_data/isbi2025_ps3c_train_image_38977.png
0,resized_train_data/isbi2025_ps3c_train_image_58948.png
3,resized_train_data/isbi2025_ps3c_train_image_02920.png
2,resized_train_data/isbi2025_ps3c_train_image_28862.png
2,resized_train_data/isbi2025_ps3c_train_image_10396.png
0,resized_train_data/isbi2025_ps3c_train_image_38628.png
2,resized_train_data/isbi2025_ps3c_train_image_15893.png
0,resized_train_data/isbi2025_ps3c_train_image_80918.png
2,resized_train_data/isbi2025_ps3c_train_image_21838.png
2,resized_train_data/isbi2025_ps3c_train_image_29322.png
0,resized_train_data/isbi2025_ps3c_train_image_65991.png
0,resized_train_data/isbi2025_ps3c_train_image_52638.png
2,resized_train_data/isbi2025_ps3c_train_image_15396.png
2,resized_train_data/isbi2025_ps3c_train_image_11333.png
0,resized_train_data/isbi2025_ps3c_train_image_55547.png
0,resized_train_data/isbi2025_ps3c_train_image_49026.png
0,resized_train_data/isbi2025_ps3c_train_image_34635.png
2,resized_train_data/isbi2025_ps3c_train_image_12037.png
0,resized_train_data/isbi2025_ps3c_train_image_43977.png
0,resized_train_data/isbi2025_ps3c_train_image_60870.png
0,resized_train_data/isbi2025_ps3c_train_image_81202.png
2,resized_train_data/isbi2025_ps3c_train_image_22634.png
0,resized_train_data/isbi2025_ps3c_train_image_38032.png
2,resized_train_data/isbi2025_ps3c_train_image_13536.png
0,resized_train_data/isbi2025_ps3c_train_image_61905.png
2,resized_train_data/isbi2025_ps3c_train_image_31856.png
0,resized_train_data/isbi2025_ps3c_train_image_63725.png
2,resized_train_data/isbi2025_ps3c_train_image_26688.png
0,resized_train_data/isbi2025_ps3c_train_image_45081.png
0,resized_train_data/isbi2025_ps3c_train_image_58067.png
0,resized_train_data/isbi2025_ps3c_train_image_79684.png
1,resized_train_data/isbi2025_ps3c_train_image_84288.png
2,resized_train_data/isbi2025_ps3c_train_image_28762.png
0,resized_train_data/isbi2025_ps3c_train_image_72616.png
0,resized_train_data/isbi2025_ps3c_train_image_62180.png
0,resized_train_data/isbi2025_ps3c_train_image_76183.png
0,resized_train_data/isbi2025_ps3c_train_image_36490.png
2,resized_train_data/isbi2025_ps3c_train_image_05545.png
0,resized_train_data/isbi2025_ps3c_train_image_68051.png
2,resized_train_data/isbi2025_ps3c_train_image_07694.png
2,resized_train_data/isbi2025_ps3c_train_image_12383.png
0,resized_train_data/isbi2025_ps3c_train_image_40769.png
2,resized_train_data/isbi2025_ps3c_train_image_28412.png
0,resized_train_data/isbi2025_ps3c_train_image_77436.png
2,resized_train_data/isbi2025_ps3c_train_image_31512.png
0,resized_train_data/isbi2025_ps3c_train_image_52112.png
0,resized_train_data/isbi2025_ps3c_train_image_77671.png
0,resized_train_data/isbi2025_ps3c_train_image_42950.png
2,resized_train_data/isbi2025_ps3c_train_image_07041.png
0,resized_train_data/isbi2025_ps3c_train_image_54304.png
2,resized_train_data/isbi2025_ps3c_train_image_27823.png
0,resized_train_data/isbi2025_ps3c_train_image_48165.png
0,resized_train_data/isbi2025_ps3c_train_image_34621.png
0,resized_train_data/isbi2025_ps3c_train_image_32685.png
0,resized_train_data/isbi2025_ps3c_train_image_81215.png
3,resized_train_data/isbi2025_ps3c_train_image_01915.png
0,resized_train_data/isbi2025_ps3c_train_image_82119.png
0,resized_train_data/isbi2025_ps3c_train_image_82381.png
2,resized_train_data/isbi2025_ps3c_train_image_08108.png
2,resized_train_data/isbi2025_ps3c_train_image_23421.png
1,resized_train_data/isbi2025_ps3c_train_image_83881.png
0,resized_train_data/isbi2025_ps3c_train_image_61321.png
0,resized_train_data/isbi2025_ps3c_train_image_55666.png
0,resized_train_data/isbi2025_ps3c_train_image_52066.png
2,resized_train_data/isbi2025_ps3c_train_image_29732.png
0,resized_train_data/isbi2025_ps3c_train_image_65326.png
2,resized_train_data/isbi2025_ps3c_train_image_30947.png
0,resized_train_data/isbi2025_ps3c_train_image_56675.png
0,resized_train_data/isbi2025_ps3c_train_image_42910.png
0,resized_train_data/isbi2025_ps3c_train_image_52891.png
0,resized_train_data/isbi2025_ps3c_train_image_42542.png
0,resized_train_data/isbi2025_ps3c_train_image_64560.png
2,resized_train_data/isbi2025_ps3c_train_image_12808.png
2,resized_train_data/isbi2025_ps3c_train_image_15292.png
2,resized_train_data/isbi2025_ps3c_train_image_20514.png
2,resized_train_data/isbi2025_ps3c_train_image_21318.png
0,resized_train_data/isbi2025_ps3c_train_image_69152.png
2,resized_train_data/isbi2025_ps3c_train_image_10475.png
2,resized_train_data/isbi2025_ps3c_train_image_22256.png
2,resized_train_data/isbi2025_ps3c_train_image_28861.png
0,resized_train_data/isbi2025_ps3c_train_image_65163.png
2,resized_train_data/isbi2025_ps3c_train_image_26080.png
2,resized_train_data/isbi2025_ps3c_train_image_25105.png
0,resized_train_data/isbi2025_ps3c_train_image_73499.png
2,resized_train_data/isbi2025_ps3c_train_image_07553.png
0,resized_train_data/isbi2025_ps3c_train_image_42382.png
0,resized_train_data/isbi2025_ps3c_train_image_68366.png
0,resized_train_data/isbi2025_ps3c_train_image_63759.png
3,resized_train_data/isbi2025_ps3c_train_image_01741.png
2,resized_train_data/isbi2025_ps3c_train_image_28575.png
1,resized_train_data/isbi2025_ps3c_train_image_82727.png
0,resized_train_data/isbi2025_ps3c_train_image_50373.png
2,resized_train_data/isbi2025_ps3c_train_image_15503.png
0,resized_train_data/isbi2025_ps3c_train_image_57022.png
2,resized_train_data/isbi2025_ps3c_train_image_23596.png
2,resized_train_data/isbi2025_ps3c_train_image_21554.png
0,resized_train_data/isbi2025_ps3c_train_image_37210.png
0,resized_train_data/isbi2025_ps3c_train_image_57046.png
0,resized_train_data/isbi2025_ps3c_train_image_77772.png
2,resized_train_data/isbi2025_ps3c_train_image_13837.png
0,resized_train_data/isbi2025_ps3c_train_image_80598.png
0,resized_train_data/isbi2025_ps3c_train_image_36930.png
0,resized_train_data/isbi2025_ps3c_train_image_61473.png
0,resized_train_data/isbi2025_ps3c_train_image_49670.png
0,resized_train_data/isbi2025_ps3c_train_image_74441.png
0,resized_train_data/isbi2025_ps3c_train_image_76926.png
2,resized_train_data/isbi2025_ps3c_train_image_16473.png
2,resized_train_data/isbi2025_ps3c_train_image_03676.png
0,resized_train_data/isbi2025_ps3c_train_image_36495.png
0,resized_train_data/isbi2025_ps3c_train_image_42246.png
2,resized_train_data/isbi2025_ps3c_train_image_10945.png
2,resized_train_data/isbi2025_ps3c_train_image_06654.png
0,resized_train_data/isbi2025_ps3c_train_image_51350.png
2,resized_train_data/isbi2025_ps3c_train_image_09159.png
1,resized_train_data/isbi2025_ps3c_train_image_85012.png
2,resized_train_data/isbi2025_ps3c_train_image_04918.png
0,resized_train_data/isbi2025_ps3c_train_image_34401.png
2,resized_train_data/isbi2025_ps3c_train_image_14778.png
2,resized_train_data/isbi2025_ps3c_train_image_25603.png
0,resized_train_data/isbi2025_ps3c_train_image_48619.png
2,resized_train_data/isbi2025_ps3c_train_image_19745.png
2,resized_train_data/isbi2025_ps3c_train_image_10541.png
2,resized_train_data/isbi2025_ps3c_train_image_25038.png
0,resized_train_data/isbi2025_ps3c_train_image_62860.png
2,resized_train_data/isbi2025_ps3c_train_image_09551.png
0,resized_train_data/isbi2025_ps3c_train_image_59892.png
0,resized_train_data/isbi2025_ps3c_train_image_58414.png
0,resized_train_data/isbi2025_ps3c_train_image_68863.png
0,resized_train_data/isbi2025_ps3c_train_image_82466.png
1,resized_train_data/isbi2025_ps3c_train_image_83586.png
2,resized_train_data/isbi2025_ps3c_train_image_20314.png
0,resized_train_data/isbi2025_ps3c_train_image_34668.png
0,resized_train_data/isbi2025_ps3c_train_image_65620.png
2,resized_train_data/isbi2025_ps3c_train_image_27055.png
2,resized_train_data/isbi2025_ps3c_train_image_08310.png
0,resized_train_data/isbi2025_ps3c_train_image_79513.png
3,resized_train_data/isbi2025_ps3c_train_image_03104.png
0,resized_train_data/isbi2025_ps3c_train_image_37221.png
2,resized_train_data/isbi2025_ps3c_train_image_14307.png
0,resized_train_data/isbi2025_ps3c_train_image_79101.png
2,resized_train_data/isbi2025_ps3c_train_image_13985.png
0,resized_train_data/isbi2025_ps3c_train_image_45272.png
2,resized_train_data/isbi2025_ps3c_train_image_14114.png
0,resized_train_data/isbi2025_ps3c_train_image_73492.png
0,resized_train_data/isbi2025_ps3c_train_image_69564.png
0,resized_train_data/isbi2025_ps3c_train_image_75972.png
2,resized_train_data/isbi2025_ps3c_train_image_05406.png
0,resized_train_data/isbi2025_ps3c_train_image_48915.png
0,resized_train_data/isbi2025_ps3c_train_image_43572.png
0,resized_train_data/isbi2025_ps3c_train_image_79540.png
0,resized_train_data/isbi2025_ps3c_train_image_39404.png
2,resized_train_data/isbi2025_ps3c_train_image_28243.png
0,resized_train_data/isbi2025_ps3c_train_image_36506.png
2,resized_train_data/isbi2025_ps3c_train_image_19438.png
2,resized_train_data/isbi2025_ps3c_train_image_30978.png
0,resized_train_data/isbi2025_ps3c_train_image_74473.png
2,resized_train_data/isbi2025_ps3c_train_image_04978.png
2,resized_train_data/isbi2025_ps3c_train_image_21761.png
2,resized_train_data/isbi2025_ps3c_train_image_09571.png
0,resized_train_data/isbi2025_ps3c_train_image_55292.png
0,resized_train_data/isbi2025_ps3c_train_image_70511.png
0,resized_train_data/isbi2025_ps3c_train_image_48086.png
2,resized_train_data/isbi2025_ps3c_train_image_12894.png
0,resized_train_data/isbi2025_ps3c_train_image_73798.png
0,resized_train_data/isbi2025_ps3c_train_image_40359.png
2,resized_train_data/isbi2025_ps3c_train_image_23193.png
3,resized_train_data/isbi2025_ps3c_train_image_03165.png
0,resized_train_data/isbi2025_ps3c_train_image_39443.png
2,resized_train_data/isbi2025_ps3c_train_image_21553.png
0,resized_train_data/isbi2025_ps3c_train_image_56718.png
0,resized_train_data/isbi2025_ps3c_train_image_33458.png
1,resized_train_data/isbi2025_ps3c_train_image_83597.png
0,resized_train_data/isbi2025_ps3c_train_image_72089.png
